"artist","album","genre","primary","score","date","author","role"
"Sumac","The Deal","Metal","Metal",7.4,2015-02-12,"Jonathan K. Dick","Contributor"
"You Blew It!","Pioneer of Nothing EP","Rock","Rock",6.7,2015-02-12,"Ian Cohen","Contributor"
"Ricked Wicky","I Sell the Circus","Rock","Rock",6.9,2015-02-12,"Paul Thompson","Contributor"
"Sonny and the Sunsets","Talent Night at the Ashram","Rock","Rock",7,2015-02-12,"Hazel Cills","Contributor"
"Mourn","Mourn","Rock","Rock",7.5,2015-02-12,"Stuart Berman","Contributor"
"Emmy the Great","S EP","Rock","Rock",6.1,2015-02-11,"Melody Lau","Contributor"
"Fifth Harmony","Reflection","Pop/R&B","Pop/R&B",7.2,2015-02-11,"Meaghan Garvey","Contributor"
"Big Noble","First Light","Experimental","Experimental",6,2015-02-11,"Brian Howe","Contributor"
"Pond","Man It Feels Like Space Again","Rock","Rock",7.6,2015-02-11,"Jake Cleland","Contributor"
"Title Fight","Hyperview","Rock","Rock",7.6,2015-02-11,"Zoe Camp","Contributor"
"Mikky Ekko","Time","Pop/R&B","Pop/R&B",4.3,2015-02-10,"Marc Hogan","Senior Staff Writer"
"Sherwood & Pinch","Late Night Endless","Electronic","Electronic",6.8,2015-02-10,"Andy Beta","Contributor"
"Quarterbacks","Quarterbacks","Rock","Rock",7,2015-02-10,"Ian Cohen","Contributor"
"Ne-Yo","Non-Fiction","Rap","Rap",6.4,2015-02-10,"Evan Rytlewski","Contributor"
"Six Organs of Admittance","Hexadic","Experimental","Experimental",7.6,2015-02-10,"Marc Masters","Contributor"
"Endless Bummer","Vol. 1","Rock","Rock",7.2,2015-02-09,"Evan Minsker","Deputy News Editor"
"Rone","Creatures","Electronic","Electronic",6.2,2015-02-09,"Colin Joyce","Contributor"
"Ex-Cult","Cigarette Machine EP","Rock","Rock",6.6,2015-02-09,"Martin Douglas","Contributor"
"Jefre Cantu-Ledesma","A Year With 13 Moons","Experimental","Experimental",7.6,2015-02-09,"Philip Sherburne","Contributing Editor"
"Father John Misty","I Love You, Honeybear","Rock","Rock",8.8,2015-02-09,"Mike Powell","Contributor"
"The Districts","A Flourish and a Spoil","Rock","Rock",5.6,2015-02-06,"Ian Cohen","Contributor"
"Zex","Fight for Yourself","Rock","Rock",7.2,2015-02-06,"Andy O'Connor","Contributor"
"Leviathan","Scar Sighted","Metal","Metal",7.4,2015-02-06,"Grayson Haver Currin","Contributor"
"Africa Express","Africa Express Presents... Terry Riley's In C Mali","Experimental,Global","Experimental",8.1,2015-02-06,"Joe Tangari","Contributor"
"Jeff Bridges","Sleeping Tapes","Experimental","Experimental",7.8,2015-02-06,"Philip Sherburne","Contributing Editor"
"William Ryan Fritch","Revisionist","Rock","Rock",6.4,2015-02-05,"Winston Cook-Wilson","Contributor"
"Various Artists","Dance Mania: Ghetto Madness","","",7.4,2015-02-05,"Meaghan Garvey","Contributor"
"Noveller","Fantastic Planet","Rock","Rock",7,2015-02-05,"Colin Joyce","Contributor"
"Matana Roberts","COIN COIN Chapter Three: river run thee","Jazz","Jazz",8.2,2015-02-05,"Grayson Haver Currin","Contributor"
"John Carpenter","Lost Themes","Experimental","Experimental",7.6,2015-02-05,"Aaron Leitko","Contributor"
"Jib Kidder","Teaspoon to the Ocean","Rock","Rock",6.3,2015-02-04,"Jeremy Gordon","Contributor"
"Breakfast in Fur","Flyaway Garden","Rock","Rock",7.6,2015-02-04,"Stuart Berman","Contributor"
"John Tejada","Signs Under Test","Electronic","Electronic",7.4,2015-02-04,"Abby Garnett","Contributor"
"Phantom Posse","Home","Pop/R&B","Pop/R&B",7.3,2015-02-04,"Colin Joyce","Contributor"
"Mount Eerie","Sauna","Rock","Rock",8.1,2015-02-04,"Jayson Greene","Contributing Editor"
"Murder by Death","Big Dark Love","Rock","Rock",5.8,2015-02-03,"Stephen M. Deusner","Contributor"
"Obnox","Boogalou Reed","Rock","Rock",7.8,2015-02-03,"Marc Masters","Contributor"
"Nite Fields","Depersonalisation","Rock","Rock",6.5,2015-02-03,"T. Cole Rachel","Contributor"
"Joey Bada$$","B4.DA.$$","Rap","Rap",7,2015-02-03,"Nate Patrin","Contributor"
"Bob Dylan","Shadows in the Night","Rock","Rock",6.2,2015-02-03,"Stephen M. Deusner","Contributor"
"All We Are","All We Are","Rock","Rock",5.7,2015-02-02,"Ian Cohen","Contributor"
"Two Gallants","We Are Undone","Rock","Rock",6.9,2015-02-02,"Jonathan Zwickel","Contributor"
"James Blackshaw","Summoning Suns","Folk/Country","Folk/Country",7.9,2015-02-02,"Grayson Haver Currin","Contributor"
"Half Japanese","Music to Strip By","Rock","Rock",8.4,2015-02-02,"Marc Masters","Contributor"
"Hiss Golden Messenger","Southern Grammar EP","Folk/Country","Folk/Country",7.2,2015-02-02,"Stephen M. Deusner","Contributor"
"Vic Spencer","The Cost of Victory","Rap","Rap",7.7,2015-01-30,"Winston Cook-Wilson","Contributor"
"Jack Name","Weird Moons","Rock","Rock",7.2,2015-01-30,"Evan Minsker","Deputy News Editor"
"The Church","Further/Deeper","Rock","Rock",6.5,2015-01-30,"T. Cole Rachel","Contributor"
"Jazmine Sullivan","Reality Show","Pop/R&B","Pop/R&B",8.1,2015-01-30,"David Drake","Contributor"
"Lil Wayne","Sorry 4 the Wait 2","Rap","Rap",6.4,2015-01-30,"Renato Pagnani","Contributor"
"Zs","Xe","Jazz","Jazz",8,2015-01-29,"Grayson Haver Currin","Contributor"
"Xibalba","Tierra Y Libertad","Metal","Metal",7.6,2015-01-29,"Andy O'Connor","Contributor"
"Various Artists","Back From the Grave Vol. 9","","",7.6,2015-01-29,"Evan Minsker","Deputy News Editor"
"Gaz Coombes","Matador","Rock","Rock",6.3,2015-01-29,"Zach Kelly","Contributor"
"Future","Beast Mode","Rap","Rap",7.7,2015-01-29,"Craig Jenkins","Contributor"
"Jan St. Werner","Miscontinuum Album","Electronic","Electronic",7.8,2015-01-28,"Philip Sherburne","Contributing Editor"
"Napalm Death","Apex Predator - Easy Meat","Metal","Metal",7.9,2015-01-28,"Zoe Camp","Contributor"
"Herbert","Part 8 EP","Electronic","Electronic",6.4,2015-01-28,"Nick Neyland","Contributor"
"Twerps","Range Anxiety","Rock","Rock",7.5,2015-01-28,"Ian Cohen","Contributor"
"Jessica Pratt","On Your Own Love Again","Folk/Country","Folk/Country",8.1,2015-01-28,"Jenn Pelly","Contributing Editor"
"Lino Capra Vaccina","Antico Adagio","Experimental,Global","Experimental",7.9,2015-01-27,"Andy Beta","Contributor"
"Howlin Rain","Mansion Songs","Rock","Rock",4.7,2015-01-27,"Stephen M. Deusner","Contributor"
"The Body, Thou","You, Whom I Have Always Hated","Metal","Metal",7.6,2015-01-27,"Grayson Haver Currin","Contributor"
"Doomtree","All Hands","Rap","Rap",7.1,2015-01-27,"Nate Patrin","Contributor"
"Aphex Twin","Computer Controlled Acoustic Instruments pt2 EP","Electronic","Electronic",8.3,2015-01-27,"Mark Richardson","Contributor"
"Peals","Seltzer","Rock","Rock",7,2015-01-26,"Stuart Berman","Contributor"
"Ro Maron","Collected #1","Electronic","Electronic",6.9,2015-01-26,"Philip Sherburne","Contributing Editor"
"Alasdair Roberts","Alasdair Roberts","Folk/Country","Folk/Country",7.3,2015-01-26,"Matthew Murphy","Contributor"
"Trinidad James","No One Is $afe","Rap","Rap",5.5,2015-01-26,"David Turner","Contributor"
"Natalie Prass","Natalie Prass","Rock","Rock",8.3,2015-01-26,"Jeremy Gordon","Contributor"
"Menace Beach","Ratworld","Rock","Rock",7.1,2015-01-23,"Evan Rytlewski","Contributor"
"Lena Willikens","Phantom Delia EP","Electronic","Electronic",7.6,2015-01-23,"Philip Sherburne","Contributing Editor"
"Young Ejecta","The Planet EP","Pop/R&B","Pop/R&B",6.5,2015-01-23,"Sasha Geffen","Contributor"
"Petite Noir","The King of Anxiety EP","Pop/R&B","Pop/R&B",8.2,2015-01-23,"Jayson Greene","Contributing Editor"
"Björk","Vulnicura","Electronic,Pop/R&B","Electronic",8.6,2015-01-23,"Katherine St. Asaph","Contributor"
"Young L","Final Fantasy","Rap","Rap",6.9,2015-01-22,"Meaghan Garvey","Contributor"
"The Sidekicks","Runners in the Nerved World","Rock","Rock",7.4,2015-01-22,"Ian Cohen","Contributor"
"The Go-Betweens","G Stands for Go-Betweens: Volume 1, 1978-1984","Pop/R&B","Pop/R&B",8.2,2015-01-22,"Douglas Wolk","Contributor"
"Lupe Fiasco","Tetsuo & Youth","Rap","Rap",7.2,2015-01-22,"Jayson Greene","Contributing Editor"
"Viet Cong","Viet Cong","Rock","Rock",8.5,2015-01-22,"Ian Cohen","Contributor"
"Cloakroom","Further Out","Rock","Rock",7.7,2015-01-21,"Ian Cohen","Contributor"
"Elephant Micah","Where in Our Woods","Folk/Country","Folk/Country",7.6,2015-01-21,"Joel Oliphint","Contributor"
"Erase Errata","Lost Weekend","Rock","Rock",7.6,2015-01-21,"Jes Skolnik","Contributor"
"Mark Ronson","Uptown Special","Pop/R&B","Pop/R&B",6,2015-01-21,"Stuart Berman","Contributor"
"Belle and Sebastian","Girls in Peacetime Want to Dance","Rock","Rock",6.6,2015-01-21,"Jeremy Gordon","Contributor"
"Leather Corduroys","Season","Rap","Rap",6.8,2015-01-20,"Winston Cook-Wilson","Contributor"
"MCFERRDOG","Lawd Forgive Me","Electronic","Electronic",7.6,2015-01-20,"Andrew Gaerig","Contributor"
"Liam Hayes","Slurrup","Rock","Rock",7.3,2015-01-20,"Stuart Berman","Contributor"
"California X","Nights in the Dark","Rock","Rock",6.9,2015-01-20,"Brandon Stosuy","Contributor"
"Sleater-Kinney","No Cities to Love","Rock","Rock",8.7,2015-01-20,"Jenn Pelly","Contributing Editor"
"Kaitlyn Aurelia Smith","Euclid","Experimental","Experimental",7.3,2015-01-19,"Nick Neyland","Contributor"
"Disappears","Irreal","Rock","Rock",7,2015-01-19,"Sasha Geffen","Contributor"
"Amen Dunes","Cowboy Worship EP","Rock","Rock",6.9,2015-01-19,"Stuart Berman","Contributor"
"The Dodos","Individ","Rock","Rock",7.2,2015-01-19,"T. Cole Rachel","Contributor"
"The Decemberists","What a Terrible World, What a Beautiful World","Rock","Rock",5.6,2015-01-19,"Jeremy D. Larson","Senior Editor"
"Ascension","The Dead of the World","","",7,2015-01-16,"Andy O'Connor","Contributor"
"Secret Circuit","Cosmic Vibrations","Pop/R&B","Pop/R&B",7.4,2015-01-16,"Andy Beta","Contributor"
"Mike WiLL Made-It","Ransom","Rap","Rap",6.7,2015-01-16,"David Drake","Contributor"
"Dawn Richard","Blackheart","Electronic,Pop/R&B","Electronic",8,2015-01-16,"Andrew Ryce","Contributor"
"Rae Sremmurd","SremmLife","Rap","Rap",7.8,2015-01-16,"Corban Goble","Contributor"
"Red Red Meat","There's a Star Above the Manger Tonight","Rock","Rock",8,2015-01-15,"Mark Richardson","Contributor"
"Mike Jones","Money Train","Rap","Rap",6.8,2015-01-15,"Jayson Greene","Contributing Editor"
"Itasca","Unmoored by the Wind","Folk/Country","Folk/Country",7.4,2015-01-15,"Matthew Murphy","Contributor"
"Geotic","Sunset Mountain","Electronic","Electronic",6.4,2015-01-15,"Jonah Bromwich","Contributor"
"Ty Segall","Mr. Face EP","Rock","Rock",6.8,2015-01-15,"Aaron Leitko","Contributor"
"Arthur","Dreams and Images","Rock","Rock",7.5,2015-01-14,"Stephen M. Deusner","Contributor"
"Tut","Preacher's Son","Rap","Rap",7.3,2015-01-14,"David Turner","Contributor"
"Gaussian Curve","Clouds","Electronic","Electronic",7.8,2015-01-14,"Philip Sherburne","Contributing Editor"
"Atelje","Meditation","Electronic","Electronic",7.5,2015-01-14,"Marc Hogan","Senior Staff Writer"
"James Murphy","Remixes Made With Tennis Data","Electronic","Electronic",6.9,2015-01-14,"Philip Sherburne","Contributing Editor"
"Various Artists","Celebrating the Music of Inside Llewyn Davis","","",4.1,2015-01-13,"Stephen M. Deusner","Contributor"
"The Advisory Circle","From Out Here","Electronic","Electronic",7,2015-01-13,"Nick Neyland","Contributor"
"Ghost Culture","Ghost Culture","Electronic","Electronic",7.1,2015-01-13,"Philip Sherburne","Contributing Editor"
"Kevin Gates","Luca Brasi 2","Rap","Rap",7.2,2015-01-13,"Jayson Greene","Contributing Editor"
"Death Grips","Fashion Week","Experimental,Rap","Experimental",6.6,2015-01-13,"Nate Patrin","Contributor"
"Brian Chippendale, Greg Saunier","Brian Chippendale & Greg Saunier","Rock","Rock",7.5,2015-01-12,"Marc Masters","Contributor"
"Niia x The Range","Breaking EP","Electronic","Electronic",6.2,2015-01-12,"Andrew Gaerig","Contributor"
"Chief Keef","Nobody","Rap","Rap",7,2015-01-12,"Meaghan Garvey","Contributor"
"Various Artists","Inherent Vice OST","","",7.3,2015-01-12,"Jayson Greene","Contributing Editor"
"Panda Bear","Panda Bear Meets the Grim Reaper","Electronic","Electronic",8.7,2015-01-12,"Stuart Berman","Contributor"
"D’Angelo, The Vanguard","Black Messiah","Pop/R&B","Pop/R&B",9.4,2014-12-19,"Craig Jenkins","Contributor"
"Nicki Minaj","The Pinkprint","Rap","Rap",7.5,2014-12-16,"Meaghan Garvey","Contributor"
"Canooooopy","Disconnected Words Connect the Worlds","Electronic","Electronic",6.9,2014-12-12,"Patrick St. Michel","Contributor"
"William Onyeabor","Box Set","Global","Global",9,2014-12-12,"Andy Beta","Contributor"
"Various Artists","The Rise & Fall of Paramount Records, Volume Two (1928-1932)","","",8.8,2014-12-12,"Grayson Haver Currin","Contributor"
"Theo Parrish","American Intelligence","Electronic","Electronic",8.3,2014-12-12,"Andy Beta","Contributor"
"Charli XCX","Sucker","Pop/R&B","Pop/R&B",7.6,2014-12-12,"Jamieson Cox","Contributor"
"Anatomy of Habit","Ciphers + Axioms","Rock","Rock",7,2014-12-11,"Grayson Haver Currin","Contributor"
"Shy Glizzy","Law 3: Now or Never","Rap","Rap",7.5,2014-12-11,"David Turner","Contributor"
"A$AP Ferg","Ferg Forever","Rap","Rap",6.4,2014-12-11,"Corban Goble","Contributor"
"Ben Frost","V A R I A N T EP","Electronic,Experimental","Electronic",5,2014-12-11,"Brian Howe","Contributor"
"J. Cole","2014 Forest Hills Drive","Rap","Rap",6.9,2014-12-11,"Craig Jenkins","Contributor"
"Hashman Deejay","Sandopolis","Electronic","Electronic",7.4,2014-12-10,"Andy Beta","Contributor"
"Usnea","Random Cosmic Violence","Metal","Metal",6.8,2014-12-10,"Grayson Haver Currin","Contributor"
"The Jacka","What Happened to the World","Rap","Rap",8,2014-12-10,"David Drake","Contributor"
"Ghostface Killah","36 Seasons","Rap","Rap",6,2014-12-10,"Ian Cohen","Contributor"
"Leonard Cohen","Live in Dublin","Rock","Rock",8,2014-12-10,"Marc Hogan","Senior Staff Writer"
"Jordan De La Sierra","Gymnosphere: Song of the Rose","","",7.5,2014-12-09,"Jayson Greene","Contributing Editor"
"Mr. Mitch","Parallel Memories","Electronic","Electronic",7.9,2014-12-09,"Nate Patrin","Contributor"
"Primordial","Where Greater Men Have Fallen","Folk/Country,Metal","Folk/Country",7.9,2014-12-09,"Grayson Haver Currin","Contributor"
"Various Artists","When I Reach That Heavenly Shore: Unearthly Black Gospel, 1926-1936","","",7.7,2014-12-09,"Stephen M. Deusner","Contributor"
"Mary J. Blige","The London Sessions","Pop/R&B","Pop/R&B",7,2014-12-09,"Jordan Sargent","Contributor"
"Old Man Gloom","The Ape of God","","",8.3,2014-12-08,"Grayson Haver Currin","Contributor"
"Chumped","Teenage Retirement","","",7.3,2014-12-08,"Devon Maloney","Contributor"
"Supersilent","12","Experimental","Experimental",7.8,2014-12-08,"Joe Tangari","Contributor"
"Los Campesinos!","A Los Campesinos! Christmas EP","Rock","Rock",7.5,2014-12-08,"Hazel Cills","Contributor"
"The Smashing Pumpkins","Monuments to an Elegy","Rock","Rock",6,2014-12-08,"Ian Cohen","Contributor"
"Steffi","Power of Anonymity","Electronic","Electronic",7.8,2014-12-05,"Philip Sherburne","Contributing Editor"
"King Gizzard & The Lizard Wizard","I'm in Your Mind Fuzz","Rock","Rock",7,2014-12-05,"Evan Minsker","Deputy News Editor"
"Giant Squid","Minoans","Metal","Metal",7.1,2014-12-05,"Zoe Camp","Contributor"
"Flake Music","When You Land Here, It's Time to Return","Rock","Rock",7.2,2014-12-05,"Ian Cohen","Contributor"
"Brian Eno","Nerve Net","Experimental","Experimental",7.7,2014-12-05,"Douglas Wolk","Contributor"
"SD","Truly Blessed","","",7.3,2014-12-04,"Renato Pagnani","Contributor"
"Silk Rhodes","Silk Rhodes","","",7.5,2014-12-04,"Colin Joyce","Contributor"
"Juju & Jordash","Clean-Cut","Electronic","Electronic",8,2014-12-04,"Philip Sherburne","Contributing Editor"
"Mr. Oizo","The Church","Electronic","Electronic",4.9,2014-12-04,"Jonah Bromwich","Contributor"
"Diplo","Florida","Electronic","Electronic",6,2014-12-04,"Nate Patrin","Contributor"
"Merzbow, Full of Hell","Full of Hell & Merzbow","Experimental,Metal","Experimental",5.5,2014-12-03,"Andy O'Connor","Contributor"
"At the Gates","At War With Reality","Metal","Metal",6.9,2014-12-03,"Jason Heller","Contributor"
"Big K.R.I.T.","Cadillactica","Rap","Rap",7.5,2014-12-03,"Jonah Bromwich","Contributor"
"Brian Eno, Jon Hassell","Fourth World Vol. 1: Possible Musics","Experimental","Experimental",8.5,2014-12-03,"Aaron Leitko","Contributor"
"Wu-Tang Clan","A Better Tomorrow","Rap","Rap",5.9,2014-12-03,"Craig Jenkins","Contributor"
"Frank & Tony","You Go Girl","","",7.2,2014-12-02,"Andrew Gaerig","Contributor"
"Trash Kit","Confidence","Rock","Rock",7.4,2014-12-02,"Paul Thompson","Contributor"
"Mark McGuire","Noctilucence EP","Electronic,Rock,Experimental","Electronic",7.5,2014-12-02,"Jamieson Cox","Contributor"
"She & Him","Classics","Rock","Rock",6.6,2014-12-02,"Hazel Cills","Contributor"
"Yo La Tengo","Extra Painful","Rock","Rock",9.6,2014-12-02,"Stuart Berman","Contributor"
"Gabriel Saloman","Movement Building Vol. 1","","",7.7,2014-12-01,"Marc Masters","Contributor"
"Raspberry Bulbs","Privacy","","",8.2,2014-12-01,"Jason Heller","Contributor"
"RL Grime","Void","Electronic","Electronic",5.5,2014-12-01,"Philip Sherburne","Contributing Editor"
"Mogwai","Music Industry 3. Fitness Industry 1. EP","Rock","Rock",6.8,2014-12-01,"Stuart Berman","Contributor"
"Songs: Ohia","Didn't It Rain","Rock","Rock",8.8,2014-12-01,"Jason Heller","Contributor"
"Giraffage","No Reason EP","Electronic","Electronic",7.3,2014-11-26,"Jonah Bromwich","Contributor"
"Tony Allen","Film of Life","Global","Global",7.2,2014-11-26,"Joe Tangari","Contributor"
"Hound","Out of Time","","",6.8,2014-11-26,"Paul Thompson","Contributor"
"Mouse on Mars","21 Again","Electronic","Electronic",7.3,2014-11-26,"Marc Hogan","Senior Staff Writer"
"Various Artists","Shady XV","","",2,2014-11-26,"Jayson Greene","Contributing Editor"
"Ariel Kalma","An Evolutionary Music (Original Recordings: 1972 – 1979)","","",7.7,2014-11-25,"Andy Beta","Contributor"
"Jay Shepheard","Seeing Sound","","",7.6,2014-11-25,"Abby Garnett","Contributor"
"Various Artists","Native North America (Vol. 1): Aboriginal Folk, Rock, and Country 1966–1985","","",7.9,2014-11-25,"Stephen M. Deusner","Contributor"
"Various Artists","I'm Just Like You: Sly's Stone Flower 1969-70","","",8.1,2014-11-25,"Nate Patrin","Contributor"
"Public Enemy","It Takes a Nation of Millions to Hold Us Back","Rap","Rap",10,2014-11-25,"Craig Jenkins","Contributor"
"Barnt","Magazine 13.","","",7.7,2014-11-24,"Philip Sherburne","Contributing Editor"
"Faust","j US t","Rock","Rock",6.8,2014-11-24,"Marc Masters","Contributor"
"Machinedrum","Vapor City Archives","Electronic","Electronic",5.8,2014-11-24,"Patric Fallon","Contributor"
"Chief Keef","Back From the Dead 2","Rap","Rap",7.8,2014-11-24,"David Drake","Contributor"
"The Velvet Underground","The Velvet Underground – 45th Anniversary Super Deluxe Edition","Rock","Rock",10,2014-11-24,"Stuart Berman","Contributor"
"Serengeti","Kenny Dennis III","Rap","Rap",7.9,2014-11-21,"Nate Patrin","Contributor"
"Robert Wyatt","Different Every Time","Experimental,Rock","Experimental",7.3,2014-11-21,"Douglas Wolk","Contributor"
"Buzzcocks","The Way","Rock","Rock",5.8,2014-11-21,"Jason Heller","Contributor"
"Fugazi","First Demo","Rock","Rock",7.6,2014-11-21,"Stuart Berman","Contributor"
"Andy Stott","Faith in Strangers","Electronic","Electronic",8.4,2014-11-21,"Grayson Haver Currin","Contributor"
"Diarrhea Planet","Aliens in the Outfield EP","Rock","Rock",6.2,2014-11-20,"Paul Thompson","Contributor"
"Nots","We Are Nots","","",7.8,2014-11-20,"Evan Minsker","Deputy News Editor"
"Savages, Bo Ningen","Words to the Blind","Rock","Rock",7.5,2014-11-20,"Stuart Berman","Contributor"
"David Bowie","Nothing Has Changed (3-CD Deluxe Edition)","Rock","Rock",8.8,2014-11-20,"Douglas Wolk","Contributor"
"Ty Segall","$INGLE$ 2","Rock","Rock",7.9,2014-11-20,"Evan Minsker","Deputy News Editor"
"Slim Twig","A Hound at the Hem","Rock","Rock",7.7,2014-11-19,"Vish Khanna","Contributor"
"Nathan Bowles","Nansemond","Folk/Country","Folk/Country",7.2,2014-11-19,"Marc Masters","Contributor"
